distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
4.67,4,low,sunny,15,1,small,1,27.7
11.3,2,heavy,sunny,21,1,small,2,61.0
1.94,5,low,sunny,20,1,medium,9,24.8
1.37,2,very_heavy,rainy,7,3,medium,0,37.5
29.69,2,low,rainy,17,5,medium,6,90.9
15.06,0,low,sunny,19,3,large,9,43.1
10.99,1,low,sunny,21,6,small,7,33.4
8.61,5,heavy,windy,19,2,small,4,88.6
29.41,4,very_heavy,sunny,8,3,small,3,147.3
7.94,4,low,sunny,18,6,small,0,45.8
21.91,5,moderate,sunny,19,1,small,1,85.3
8.87,1,low,sunny,14,5,small,6,32.2
2.58,3,low,rainy,7,1,medium,5,32.9
20.66,2,heavy,sunny,9,6,small,4,80.5
0.55,5,low,sunny,11,2,large,3,39.0
20.43,2,very_heavy,sunny,19,4,large,0,124.2
7.89,5,heavy,sunny,8,4,medium,1,55.9
22.51,4,low,sunny,18,2,large,3,68.6
23.21,4,moderate,sunny,9,3,medium,10,85.9
21.86,5,very_heavy,windy,19,5,small,3,151.2
1.22,4,heavy,rainy,7,6,medium,1,33.4
21.26,1,heavy,sunny,10,0,small,6,81.4
29.71,3,low,sunny,8,3,small,1,100.3
7.66,2,low,rainy,15,5,medium,4,36.0
8.59,0,heavy,sunny,18,3,medium,8,27.6
24.5,3,moderate,sunny,13,0,small,1,76.1
5.23,2,moderate,sunny,15,0,medium,10,28.1
19.99,2,heavy,sunny,16,5,large,6,72.3
22.77,0,moderate,snowy,13,2,small,10,97.0
1.6,3,low,sunny,18,4,small,8,36.0
16.84,3,moderate,windy,11,6,small,10,41.2
17.49,0,heavy,windy,9,0,large,5,73.5
9.45,3,moderate,snowy,9,3,medium,0,59.9
26.35,1,low,rainy,9,1,small,0,104.1
5.3,0,very_heavy,windy,7,5,medium,2,46.2
11.24,2,moderate,sunny,7,3,medium,1,60.3
25.54,2,moderate,windy,7,6,small,8,74.7
6.12,5,heavy,sunny,9,2,large,10,76.9
24.73,0,moderate,rainy,16,1,medium,6,71.8
2.83,2,very_heavy,rainy,10,6,small,2,34.2
14.93,4,heavy,sunny,15,4,large,10,89.7
2.72,1,low,sunny,8,1,small,3,21.7
20.5,5,moderate,sunny,19,4,small,9,76.8
23.82,4,low,sunny,12,2,small,7,79.5
25.57,5,moderate,sunny,13,0,small,4,106.6
29.45,5,moderate,sunny,17,1,medium,8,91.8
20.32,0,moderate,sunny,21,5,small,7,52.8
23.19,2,very_heavy,sunny,18,0,small,10,121.0
15.42,4,moderate,sunny,13,2,large,6,52.7
27.43,0,heavy,sunny,12,1,small,4,55.4
19.49,2,moderate,sunny,12,5,small,1,61.6
26.56,4,moderate,sunny,8,6,small,10,98.5
7.45,4,low,sunny,12,5,medium,8,41.8
15.15,2,moderate,snowy,18,5,small,1,75.3
22.03,5,moderate,sunny,11,0,small,6,90.2
6.48,4,low,sunny,12,6,large,9,29.0
6.73,0,heavy,sunny,8,1,small,7,30.3
29.35,1,moderate,windy,10,2,large,2,107.3
13.32,5,moderate,sunny,8,5,medium,1,64.9
5.86,0,heavy,sunny,14,1,medium,10,27.0
10.28,0,moderate,sunny,11,1,small,4,15.6
12.22,2,moderate,sunny,21,0,large,9,59.9
18.88,5,moderate,sunny,15,2,small,5,81.1
27.73,4,low,snowy,12,3,small,8,85.9
29.6,0,moderate,snowy,15,3,medium,2,112.9
19.73,2,low,sunny,21,0,small,6,48.7
21.15,5,low,sunny,9,1,small,6,74.0
9.99,1,moderate,sunny,10,0,medium,2,47.9
25.79,3,low,windy,15,1,small,7,78.5
6.93,2,very_heavy,windy,8,4,small,5,65.8
3.64,4,moderate,sunny,14,0,small,7,43.0
29.21,4,low,sunny,9,1,small,0,82.7
25.99,4,heavy,sunny,19,3,medium,1,137.0
9.46,0,moderate,rainy,18,3,medium,7,44.5
20.42,2,moderate,sunny,7,6,small,10,60.7
14.28,4,moderate,sunny,15,4,small,1,60.8
10.03,2,heavy,sunny,10,6,small,0,66.8
8.96,4,low,sunny,15,5,small,2,59.8
4.51,3,low,windy,15,3,small,0,32.7
16.7,2,very_heavy,sunny,21,2,medium,2,73.3
13.67,0,low,sunny,9,0,small,7,39.1
15.61,5,heavy,rainy,14,4,medium,8,69.6
6.85,4,moderate,rainy,21,6,small,6,50.1
28.19,5,moderate,rainy,8,2,small,4,106.8
19.34,1,heavy,rainy,10,2,small,1,77.3
27.04,1,very_heavy,sunny,17,0,small,5,104.1
3.72,1,low,sunny,8,4,medium,10,21.2
18.87,0,moderate,sunny,10,2,medium,2,44.5
25.56,1,heavy,rainy,21,0,large,5,122.9
10.26,1,moderate,windy,15,0,small,3,23.6
6.26,5,heavy,sunny,7,2,small,3,44.2
8.32,1,moderate,rainy,19,3,large,5,42.6
8.55,3,low,rainy,14,3,medium,1,55.5
13.69,3,heavy,snowy,14,5,small,2,82.1
10.12,2,heavy,sunny,21,3,small,0,47.3
8.5,5,low,sunny,11,5,small,7,50.9
19.63,0,heavy,rainy,12,2,small,9,88.0
2.06,5,low,rainy,15,1,medium,4,38.6
10.54,4,low,rainy,10,3,small,6,68.3
20.85,1,low,windy,8,0,large,10,58.9
5.69,4,heavy,sunny,9,5,medium,8,47.0
7.02,2,low,rainy,11,1,medium,2,33.2
6.42,5,low,sunny,8,6,small,8,53.8
0.53,0,heavy,sunny,14,6,medium,4,20.1
14.48,0,moderate,sunny,21,3,large,10,36.4
1.65,3,low,sunny,10,2,small,10,22.3
8.55,5,low,sunny,7,2,medium,0,53.0
29.85,0,heavy,rainy,7,3,small,9,121.7
27.59,4,moderate,windy,9,3,small,2,74.3
6.84,5,heavy,sunny,15,0,medium,5,72.8
9.65,2,low,sunny,14,1,medium,8,29.5
14.18,5,moderate,sunny,13,5,medium,1,46.2
25.41,4,heavy,sunny,18,0,small,0,89.0
24.18,1,low,sunny,12,3,medium,4,54.5
4.22,5,low,sunny,16,6,medium,6,27.2
4.17,4,moderate,windy,21,0,small,6,34.2
12.79,0,moderate,sunny,9,6,large,10,41.0
26.17,3,low,rainy,8,3,small,2,76.2
26.52,3,very_heavy,rainy,10,2,small,7,138.6
3.67,4,moderate,sunny,9,4,medium,2,46.4
17.44,4,moderate,sunny,19,5,small,4,83.3
5.09,2,low,sunny,20,3,small,5,14.8
20.74,1,moderate,sunny,15,0,small,4,67.3
27.53,1,moderate,windy,8,6,large,1,85.8
13.92,0,heavy,sunny,19,0,small,2,61.4
2.95,3,moderate,sunny,20,6,small,9,14.6
17.59,5,heavy,sunny,13,3,small,10,98.3
12.55,0,moderate,sunny,17,3,small,0,32.9
24.42,4,moderate,windy,16,5,small,2,95.8
10.54,3,heavy,sunny,14,6,large,10,67.4
26.31,1,moderate,rainy,12,1,medium,1,79.4
8.57,1,heavy,sunny,11,5,large,5,40.9
5.15,1,heavy,sunny,11,4,medium,3,37.9
9.54,4,heavy,sunny,12,2,small,10,57.3
1.53,1,low,windy,18,2,small,8,23.8
8.8,4,low,sunny,19,5,medium,8,48.5
19.97,2,moderate,rainy,8,0,small,0,61.1
4.7,0,very_heavy,sunny,7,3,medium,1,39.2
3.79,0,moderate,rainy,14,5,small,8,17.0
4.41,2,moderate,sunny,18,3,medium,2,37.0
2.79,2,moderate,rainy,15,3,small,4,26.6
26.3,4,low,sunny,19,3,small,1,78.9
28.35,2,low,sunny,17,3,large,0,82.6
1.87,0,low,windy,17,5,small,8,17.1
22.92,1,low,sunny,15,5,small,1,82.4
22.25,3,heavy,sunny,7,6,small,1,70.3
29.91,2,moderate,sunny,9,0,small,9,86.2
10.76,4,low,sunny,18,2,medium,7,45.7
8.92,5,moderate,sunny,11,6,large,2,60.6
13.87,2,moderate,sunny,17,4,large,9,47.3
25.77,3,moderate,sunny,12,2,medium,10,71.9
21.99,4,moderate,sunny,7,4,medium,4,84.9
14.41,1,low,rainy,17,3,small,4,42.7
7.71,3,moderate,windy,20,6,large,7,54.4
21.95,1,low,rainy,13,3,medium,1,66.4
25.71,3,low,sunny,8,3,small,9,87.2
12.3,4,low,rainy,13,4,large,1,56.1
20.22,0,moderate,sunny,21,1,medium,8,60.8
12.31,1,low,rainy,11,5,small,6,41.4
14.62,0,moderate,sunny,8,1,medium,1,47.8
15.98,0,low,sunny,18,0,small,4,55.7
23.38,0,low,rainy,10,0,small,3,70.3
29.34,4,heavy,sunny,7,0,small,10,99.4
13.61,5,moderate,rainy,17,0,medium,5,73.1
10.6,2,low,rainy,12,0,small,4,43.5
11.52,5,moderate,sunny,9,2,small,2,65.7
4.45,4,low,sunny,7,6,small,1,21.5
9.26,4,heavy,rainy,9,0,small,5,81.9
3.05,4,low,rainy,9,4,medium,5,42.3
13.12,1,moderate,rainy,7,6,small,10,46.0
5.44,3,heavy,sunny,12,5,small,7,37.1
10.72,3,low,rainy,19,2,small,4,48.8
23.91,3,low,sunny,12,0,small,4,84.4
7.75,4,moderate,sunny,7,2,small,2,24.8
18.55,0,very_heavy,rainy,20,4,medium,7,65.7
27.08,4,moderate,sunny,16,5,small,1,73.3
17.22,4,moderate,sunny,21,0,small,0,73.1
6.22,0,low,sunny,15,2,small,9,22.1
10.67,2,moderate,rainy,14,4,medium,0,46.9
17.92,5,low,windy,14,5,small,2,63.2
15.45,0,moderate,windy,7,2,medium,6,41.7
4.88,0,low,sunny,12,5,medium,2,20.0
13.68,4,moderate,sunny,13,5,small,7,59.2
16.52,1,low,rainy,11,2,small,6,48.5
8.39,4,moderate,sunny,19,3,large,0,39.0
18.57,5,heavy,sunny,21,3,small,5,89.4
2.57,2,heavy,sunny,14,4,medium,9,25.2
10.43,2,very_heavy,sunny,18,2,medium,4,74.6
24.23,2,moderate,rainy,10,2,small,7,88.0
8.15,2,moderate,sunny,20,2,medium,6,29.6
18.35,2,low,sunny,17,1,small,5,49.4
12.6,3,heavy,rainy,18,4,small,6,90.4
9.84,5,moderate,rainy,15,6,medium,5,56.9
27.53,5,moderate,sunny,19,2,large,0,88.1
10.63,5,moderate,sunny,15,6,small,4,48.3
7.48,0,heavy,windy,21,3,medium,4,34.0
27.32,1,heavy,rainy,16,1,small,8,117.0
22.51,4,heavy,sunny,13,3,medium,7,115.5
20.61,3,moderate,rainy,10,3,small,6,67.0
1.96,2,moderate,windy,20,0,small,4,29.7
4.37,1,heavy,sunny,7,3,large,6,31.2
19.33,0,moderate,sunny,7,1,medium,10,62.1
6.68,1,moderate,sunny,7,5,small,9,25.8
7.16,2,moderate,rainy,8,3,large,2,46.3
23.48,2,moderate,sunny,10,2,small,3,76.6
8.93,3,heavy,sunny,14,0,medium,5,37.7
2.61,1,moderate,sunny,11,3,medium,7,22.1
1.57,1,heavy,rainy,13,4,medium,7,20.4
13.57,5,heavy,rainy,13,2,small,8,52.6
18.71,2,moderate,sunny,13,6,medium,6,48.4
26.13,1,low,sunny,7,1,medium,9,72.3
3.77,3,moderate,rainy,15,5,small,0,29.9
6.3,3,moderate,sunny,11,3,large,2,31.4
16.13,3,moderate,rainy,15,2,small,5,66.2
11.24,1,heavy,sunny,7,2,small,5,43.0
14.73,4,low,windy,20,3,medium,10,48.6
27.76,1,low,sunny,17,0,small,7,68.4
16.57,5,heavy,rainy,12,4,medium,4,92.4
12.75,2,heavy,sunny,12,2,small,6,41.5
29.69,2,moderate,sunny,11,4,small,1,85.4
2.42,2,low,rainy,21,3,medium,4,12.4
28.0,2,moderate,sunny,17,6,large,0,85.9
15.3,3,moderate,rainy,13,0,medium,1,77.8
15.36,2,moderate,sunny,16,3,small,4,62.3
27.7,0,low,sunny,7,3,small,0,63.2
15.47,3,moderate,windy,19,1,medium,2,66.3
13.43,1,moderate,sunny,15,4,large,9,55.2
8.54,0,moderate,windy,11,2,medium,9,27.2
19.94,5,moderate,sunny,17,5,medium,6,92.0
17.3,1,moderate,sunny,7,6,small,10,38.8
6.82,3,moderate,rainy,14,5,small,0,46.1
21.43,1,moderate,sunny,21,4,small,10,52.5
19.5,2,very_heavy,sunny,18,5,small,5,98.0
12.22,2,moderate,sunny,7,6,small,4,36.8
0.63,0,moderate,sunny,15,6,medium,8,5.0
13.67,5,moderate,rainy,17,5,medium,5,82.7
0.68,1,heavy,sunny,14,6,small,6,19.2
2.71,3,moderate,sunny,11,6,large,3,25.2
13.2,3,moderate,sunny,17,1,small,5,54.0
2.92,2,heavy,sunny,13,3,medium,1,38.9
8.63,3,low,sunny,21,2,medium,2,36.1
19.84,3,moderate,sunny,19,6,medium,6,67.2
9.6,0,moderate,rainy,20,5,medium,10,35.1
29.93,4,very_heavy,rainy,13,6,medium,2,163.1
27.53,0,heavy,sunny,17,2,small,6,67.2
17.77,2,low,sunny,9,5,medium,0,77.2
29.02,2,heavy,sunny,18,0,large,5,114.4
26.11,2,heavy,sunny,18,6,small,9,90.6
9.91,0,moderate,sunny,18,1,medium,3,48.6
22.61,4,low,windy,7,3,small,8,54.7
4.54,2,low,rainy,13,5,medium,4,19.6
20.69,0,moderate,sunny,11,5,small,10,60.6
14.99,0,moderate,sunny,20,1,medium,6,49.4
1.0,3,heavy,rainy,15,3,small,3,36.0
8.59,3,low,windy,16,3,small,2,46.4
28.68,3,moderate,sunny,13,5,small,9,99.6
9.82,4,low,rainy,8,2,medium,5,65.8
5.85,4,moderate,sunny,16,5,large,4,41.8
6.03,5,low,rainy,16,4,small,6,56.4
14.64,5,moderate,sunny,12,5,small,0,66.6
25.36,5,low,rainy,16,6,medium,2,111.7
22.86,4,moderate,sunny,12,2,medium,5,61.6
13.39,2,moderate,sunny,16,3,small,3,52.4
6.66,3,heavy,rainy,12,5,medium,6,49.2
1.86,3,low,rainy,18,5,large,3,34.5
14.15,1,moderate,rainy,20,6,small,4,52.3
24.54,4,moderate,sunny,14,3,small,8,87.6
22.03,3,low,rainy,7,4,small,8,72.0
12.55,3,low,sunny,17,0,large,3,58.8
18.04,5,moderate,rainy,21,3,medium,3,77.3
13.37,4,moderate,sunny,17,1,medium,7,63.3
17.58,5,very_heavy,sunny,12,5,large,10,122.9
15.77,5,low,sunny,15,0,small,5,43.4
20.59,4,heavy,windy,12,5,medium,0,91.6
15.48,1,moderate,rainy,18,5,medium,6,54.8
28.25,1,moderate,sunny,17,3,medium,7,82.0
13.13,1,moderate,rainy,16,4,medium,10,45.3
0.97,4,very_heavy,sunny,12,4,small,10,44.0
7.47,5,moderate,sunny,9,4,small,7,50.2
15.27,5,heavy,sunny,16,4,small,6,67.8
16.45,4,low,rainy,12,1,large,1,83.2
16.8,4,heavy,windy,20,4,small,9,59.0
21.58,5,very_heavy,windy,7,6,medium,5,120.3
8.6,4,heavy,sunny,19,2,small,7,50.6
20.11,0,moderate,sunny,18,2,small,8,49.1
21.27,3,heavy,rainy,14,2,small,0,78.0
12.63,2,low,sunny,21,6,medium,4,38.0
12.36,3,moderate,sunny,17,6,small,7,59.6
5.78,3,moderate,snowy,7,2,small,5,36.7
12.71,1,moderate,sunny,12,6,small,7,51.1
23.71,1,moderate,sunny,19,5,large,6,79.2
27.31,0,low,windy,18,2,medium,0,85.6
18.01,1,low,rainy,9,5,medium,3,73.2
9.33,4,low,windy,9,6,large,4,54.2
20.63,3,moderate,rainy,20,6,medium,4,73.0
22.33,5,heavy,sunny,7,3,medium,0,113.0
10.3,5,heavy,rainy,21,1,medium,0,75.7
24.88,5,heavy,rainy,15,1,small,3,121.0
2.67,1,heavy,windy,19,5,small,9,27.7
0.82,2,moderate,sunny,10,5,large,10,13.9
4.13,0,moderate,sunny,12,4,small,9,21.4
5.1,0,moderate,sunny,17,0,small,10,34.8
26.43,1,low,sunny,9,6,medium,10,74.1
13.04,1,moderate,snowy,8,0,small,7,74.7
8.61,0,heavy,snowy,16,4,medium,1,41.4
13.16,5,moderate,sunny,7,6,medium,4,60.9
12.15,3,heavy,windy,21,1,small,8,53.3
9.39,3,low,sunny,17,3,small,4,31.9
4.57,3,heavy,rainy,17,5,small,2,34.2
19.85,5,low,rainy,14,1,medium,0,72.9
4.53,0,heavy,rainy,16,0,large,3,23.3
23.38,2,low,rainy,21,3,medium,3,84.0
6.45,1,moderate,rainy,7,5,small,8,31.3
22.08,3,moderate,windy,10,4,small,8,87.3
24.26,3,low,sunny,17,3,medium,1,94.2
4.2,4,moderate,rainy,8,4,medium,5,42.4
3.06,3,low,sunny,10,0,small,9,23.5
28.51,1,moderate,sunny,7,2,small,5,78.8
14.16,3,heavy,rainy,7,6,small,10,55.0
19.09,5,moderate,rainy,13,2,small,1,74.1
1.19,3,moderate,windy,16,6,medium,3,26.4
8.72,3,heavy,sunny,8,3,large,10,42.8
15.41,1,moderate,sunny,21,6,small,7,58.9
26.64,0,heavy,sunny,18,4,medium,3,86.1
8.51,1,moderate,windy,16,2,small,9,39.5
23.37,0,moderate,snowy,8,6,small,4,78.7
20.04,2,low,windy,14,1,small,8,72.8
3.9,5,low,sunny,20,2,small,3,37.6
9.15,2,moderate,windy,10,5,small,3,42.1
7.52,3,heavy,sunny,15,6,medium,3,52.3
13.55,5,low,windy,15,1,medium,4,68.1
19.24,4,heavy,sunny,17,6,medium,6,100.9
13.29,3,moderate,sunny,20,3,medium,8,46.7
7.71,4,moderate,sunny,8,2,small,6,53.2
21.03,1,heavy,rainy,7,0,small,0,82.7
17.74,2,heavy,sunny,8,0,small,6,72.4
15.82,2,moderate,sunny,11,3,small,4,46.9
16.86,4,low,rainy,12,4,small,0,75.0
7.05,2,low,windy,20,0,large,3,39.3
20.57,5,low,rainy,14,6,large,10,96.1
11.93,1,heavy,sunny,18,3,medium,3,52.4
11.22,1,moderate,rainy,15,0,medium,7,37.8
4.92,4,moderate,sunny,21,5,medium,2,35.1
18.11,4,low,sunny,11,1,medium,9,52.5
18.28,4,moderate,sunny,17,4,medium,8,63.6
10.54,1,moderate,sunny,11,4,small,1,48.6
25.87,0,moderate,sunny,10,5,large,7,80.9
25.44,1,moderate,sunny,21,5,medium,10,66.9
3.72,2,very_heavy,sunny,7,6,small,9,42.6
21.0,2,heavy,rainy,11,0,medium,7,87.1
12.12,5,moderate,sunny,12,2,medium,8,59.8
29.99,5,low,sunny,9,2,large,5,103.7
7.14,4,heavy,sunny,18,2,small,1,52.7
8.78,0,heavy,rainy,12,1,small,0,43.9
13.54,0,heavy,rainy,13,1,small,3,54.7
8.43,2,moderate,sunny,11,6,small,2,46.0
20.91,3,low,rainy,20,6,small,10,79.4
14.69,4,heavy,rainy,13,4,small,9,64.8
7.02,1,moderate,rainy,18,3,small,3,38.8
15.44,0,moderate,sunny,16,3,small,4,30.1
26.72,1,moderate,sunny,21,4,medium,8,59.1
23.88,4,moderate,sunny,16,6,medium,7,63.3
15.22,5,moderate,sunny,21,2,small,9,69.7
9.01,5,moderate,sunny,17,3,small,8,45.5
5.81,3,moderate,windy,7,6,medium,7,34.7
26.41,0,moderate,sunny,9,6,small,8,62.4
21.45,5,low,sunny,18,1,medium,9,82.1
17.38,0,heavy,snowy,7,1,small,4,91.0
26.44,1,moderate,rainy,9,1,small,2,103.3
4.09,5,moderate,sunny,18,0,large,10,46.1
20.63,3,moderate,windy,12,4,small,1,70.3
6.89,1,moderate,sunny,10,3,small,3,30.8
4.06,3,moderate,sunny,9,0,small,1,35.6
14.24,0,low,sunny,11,1,medium,9,22.1
11.93,1,heavy,sunny,19,3,medium,10,67.7
28.26,5,low,rainy,13,5,medium,4,71.7
10.06,1,very_heavy,sunny,21,4,large,1,68.3
24.54,5,moderate,rainy,17,3,small,2,87.6
22.59,3,low,sunny,11,1,small,6,57.4
20.2,3,moderate,windy,9,2,large,3,110.4
27.65,4,moderate,sunny,21,5,small,8,77.9
12.53,3,very_heavy,windy,20,5,medium,8,78.2
12.0,0,heavy,sunny,8,6,medium,4,43.9
5.25,5,moderate,windy,11,3,small,6,38.5
8.63,2,moderate,rainy,18,1,large,0,59.4
26.45,3,very_heavy,sunny,21,3,small,1,126.0
14.49,3,moderate,sunny,20,6,medium,3,53.4
10.57,3,moderate,rainy,11,1,small,1,49.8
6.88,2,moderate,rainy,20,5,medium,0,36.7
14.81,5,moderate,sunny,17,6,medium,7,61.3
21.64,1,heavy,rainy,13,5,small,0,94.6
8.96,3,moderate,windy,12,4,large,2,52.5
22.85,3,heavy,snowy,19,2,small,7,106.2
19.08,3,moderate,sunny,19,5,small,2,64.7
23.73,0,moderate,sunny,20,1,small,2,77.0
7.9,2,moderate,sunny,13,5,medium,8,46.8
19.12,0,heavy,rainy,11,2,small,0,89.8
5.04,3,moderate,snowy,20,3,medium,3,49.8
11.23,4,heavy,sunny,11,3,medium,5,65.0
21.87,3,moderate,sunny,18,0,medium,0,68.6
19.13,4,moderate,sunny,14,6,large,7,82.5
6.04,2,heavy,sunny,15,4,large,4,39.0
25.82,1,heavy,snowy,10,4,small,3,134.1
2.07,2,moderate,rainy,10,0,medium,6,21.4
18.06,1,heavy,sunny,16,5,small,0,54.1
29.52,4,low,sunny,10,6,small,6,111.4
16.18,4,low,sunny,17,5,small,5,48.6
24.12,2,heavy,rainy,21,1,small,0,93.2
18.06,4,heavy,rainy,8,1,medium,8,104.3
23.6,0,low,sunny,20,2,small,4,69.3
19.84,0,heavy,sunny,9,0,medium,0,61.5
20.89,1,moderate,windy,9,3,large,3,88.9
7.22,2,heavy,rainy,19,3,small,8,52.6
22.38,1,heavy,sunny,10,3,small,4,96.5
7.52,3,heavy,sunny,16,6,small,4,55.5
29.43,4,heavy,snowy,8,4,small,0,187.5
7.22,2,very_heavy,rainy,8,2,large,0,67.2
7.48,2,moderate,windy,10,5,small,3,17.4
25.83,0,low,sunny,14,2,small,2,60.8
7.67,1,moderate,sunny,11,5,small,7,27.1
11.15,4,heavy,sunny,10,6,small,5,62.1
21.58,4,low,windy,19,6,medium,1,73.8
5.18,0,heavy,rainy,9,3,large,7,30.0
5.19,0,low,sunny,8,3,medium,10,21.6
14.85,4,heavy,snowy,8,2,small,9,110.4
7.69,1,moderate,windy,20,3,medium,10,30.9
7.45,3,heavy,sunny,14,6,large,5,49.0
0.77,4,very_heavy,rainy,21,6,small,3,70.4
11.43,4,moderate,rainy,19,4,medium,0,71.1
9.89,3,moderate,sunny,11,1,medium,7,25.4
1.42,2,low,rainy,18,2,medium,4,30.3
18.83,4,heavy,sunny,13,1,small,6,87.0
18.99,4,heavy,windy,15,1,medium,3,86.2
2.59,5,low,rainy,14,0,medium,1,41.5
9.85,3,low,windy,18,5,medium,7,38.7
26.25,5,moderate,rainy,10,5,small,4,111.6
17.67,4,low,sunny,7,1,small,5,69.8
12.65,0,heavy,sunny,17,4,medium,10,62.7
14.22,1,low,rainy,21,1,medium,3,29.1
6.64,4,heavy,sunny,15,1,large,1,52.0
24.45,0,very_heavy,rainy,8,1,small,7,143.9
27.46,4,heavy,sunny,8,0,small,6,136.4
27.36,2,moderate,sunny,15,5,medium,4,63.2
7.11,1,low,sunny,20,0,medium,6,17.8
9.67,3,heavy,rainy,16,2,medium,10,64.3
5.24,5,heavy,sunny,11,3,medium,1,40.6
9.56,5,very_heavy,rainy,16,4,small,8,54.4
10.32,2,moderate,sunny,9,1,small,5,41.8
19.18,0,low,rainy,14,3,small,8,59.5
6.09,5,very_heavy,rainy,21,5,small,10,82.5
27.62,5,heavy,sunny,16,2,medium,1,108.7
3.54,3,low,sunny,8,6,small,1,36.6
0.7,3,heavy,sunny,10,3,large,0,21.6
25.72,3,low,sunny,7,5,small,2,81.5
21.26,0,moderate,rainy,13,0,medium,3,73.1
10.98,0,moderate,sunny,10,5,medium,2,35.7
18.07,0,moderate,windy,21,3,small,9,40.4
7.09,5,low,rainy,11,6,medium,8,47.0
5.47,0,low,sunny,7,4,large,3,23.7
14.4,3,moderate,rainy,13,5,large,6,43.7
10.92,2,low,rainy,18,1,small,3,58.5
18.65,0,moderate,sunny,17,3,medium,5,66.3
6.94,5,moderate,rainy,21,5,small,3,48.7
20.06,0,heavy,snowy,12,5,small,8,77.9
23.12,5,moderate,sunny,14,2,small,2,75.5
5.42,4,low,sunny,15,3,large,10,44.4
1.79,4,low,sunny,7,1,medium,10,25.3
13.47,0,heavy,sunny,7,3,small,2,37.2
23.33,5,heavy,rainy,18,3,large,6,121.5
19.7,3,very_heavy,sunny,12,0,medium,8,106.3
21.21,2,very_heavy,rainy,17,6,small,9,94.3
12.38,4,moderate,sunny,21,4,medium,4,61.6
7.43,2,heavy,sunny,10,1,medium,6,59.6
16.19,1,moderate,windy,18,6,small,1,46.2
6.53,1,heavy,sunny,10,4,small,2,39.9
21.92,3,very_heavy,sunny,18,4,small,2,115.0
6.31,3,heavy,sunny,9,6,small,3,47.8
9.09,1,moderate,sunny,11,2,medium,4,31.1
15.44,1,moderate,sunny,14,2,small,7,48.0
14.86,5,low,sunny,14,4,small,9,50.5
18.23,3,moderate,rainy,7,6,large,6,71.5
13.4,5,heavy,rainy,19,5,large,5,81.5
27.62,1,heavy,windy,7,5,medium,7,81.4
25.28,1,low,windy,20,5,medium,6,74.2
26.43,1,heavy,sunny,10,0,large,4,88.2
19.07,3,moderate,sunny,17,3,medium,0,83.6
19.23,4,moderate,windy,17,2,small,5,82.3
18.47,3,moderate,sunny,13,2,small,0,44.2
13.33,1,moderate,sunny,15,5,small,6,40.7
10.0,5,heavy,sunny,8,2,small,10,56.5
17.96,3,heavy,rainy,20,5,small,8,85.3
1.25,2,heavy,sunny,8,6,small,9,29.0
0.72,0,moderate,sunny,16,3,small,5,5.0
25.62,3,moderate,sunny,7,1,medium,5,88.9
1.87,3,low,rainy,18,4,small,5,28.7
15.98,5,moderate,sunny,12,6,small,2,51.2
18.64,1,moderate,rainy,14,2,medium,10,53.6
6.35,0,moderate,sunny,7,1,small,0,26.5
26.92,5,heavy,sunny,10,3,small,10,111.7
6.11,3,moderate,sunny,13,6,small,10,31.3
26.59,0,heavy,sunny,17,3,medium,10,60.8
23.01,0,moderate,sunny,15,3,large,0,58.5
7.6,2,moderate,windy,10,3,small,10,31.7
4.95,3,heavy,sunny,15,5,medium,2,35.9
9.83,1,heavy,windy,10,2,large,2,61.2
12.24,2,heavy,sunny,15,5,large,7,64.3
7.75,4,heavy,sunny,15,6,medium,4,47.1
29.97,5,low,rainy,10,5,medium,10,77.2
7.27,2,very_heavy,rainy,10,6,small,5,52.7
25.0,2,heavy,sunny,14,5,small,1,97.3
5.19,2,moderate,sunny,15,5,small,2,36.6
29.42,0,low,rainy,21,0,small,8,58.6
7.15,0,moderate,sunny,14,2,large,6,28.0
12.94,5,heavy,rainy,13,1,small,3,74.4
16.98,0,very_heavy,rainy,14,6,medium,2,104.1
4.05,4,heavy,sunny,20,1,large,7,41.2
24.6,1,moderate,rainy,11,6,small,2,64.8
8.6,4,low,sunny,12,4,small,1,47.1
16.7,5,moderate,windy,12,0,small,6,88.2
16.71,4,moderate,snowy,16,4,small,9,52.1
18.28,4,low,rainy,17,2,small,3,61.0
2.14,1,low,snowy,14,2,small,7,24.0
5.47,3,low,rainy,10,6,medium,4,55.3
5.26,3,low,sunny,17,5,small,10,39.2
9.41,2,heavy,sunny,11,5,medium,6,58.5
4.77,0,moderate,sunny,20,2,small,5,17.9
27.7,5,moderate,sunny,16,4,small,2,95.8
15.63,1,moderate,rainy,13,2,small,9,63.9
18.9,5,very_heavy,sunny,10,4,medium,0,84.5
11.05,5,heavy,rainy,18,2,medium,5,72.2
8.65,0,moderate,sunny,16,4,small,2,33.3
15.34,4,heavy,sunny,20,5,medium,5,72.2
9.18,3,heavy,sunny,17,2,small,10,49.8
10.64,1,moderate,snowy,18,0,medium,1,59.6
13.86,4,moderate,sunny,8,0,large,0,82.5
15.42,0,moderate,sunny,7,6,small,8,41.7
29.54,1,moderate,sunny,16,6,small,7,82.3
7.09,5,moderate,snowy,7,4,small,4,39.1
14.9,4,low,sunny,20,0,medium,2,47.1
